coord,weather,snow,rain,message,main,description,icon,base,main,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind,clouds,dt,sys,id,country,sunrise,sunset,timezone,id,name,cod
"{'lon': 100.3354, 'lat': 5.4112}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 303.15, 'feels_like': 304.89, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1012, 'humidity': 54}",,,stations,"{'temp': 303.15, 'feels_like': 304.89, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1012, 'humidity': 54}",,,,,,9000,"{'speed': 2.57, 'deg': 60}",{'all': 20},1612323260,"{'type': 1, 'id': 9429, 'country': 'MY', 'sunrise': 1612308924, 'sunset': 1612351768}",1735106,,,,28800,1735106,George Town,200
"{'lon': 26.891, 'lat': -33.5906}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,,"{'temp': 297.17, 'feels_like': 296.36, 'temp_min': 297.17, 'temp_max': 297.17, 'pressure': 1012, 'humidity': 55, 'sea_level': 1012, 'grnd_level': 1010}",,,stations,"{'temp': 297.17, 'feels_like': 296.36, 'temp_min': 297.17, 'temp_max': 297.17, 'pressure': 1012, 'humidity': 55, 'sea_level': 1012, 'grnd_level': 1010}",,,,,,10000,"{'speed': 3.17, 'deg': 309}",{'all': 22},1612323273,"{'country': 'ZA', 'sunrise': 1612323400, 'sunset': 1612372549}",964432,,,,7200,964432,Port Alfred,200
"{'lon': -137.5108, 'lat': 60.7522}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 246.15, 'feels_like': 241.69, 'temp_min': 246.15, 'temp_max': 246.15, 'pressure': 1023, 'humidity': 76}",,,stations,"{'temp': 246.15, 'feels_like': 241.69, 'temp_min': 246.15, 'temp_max': 246.15, 'pressure': 1023, 'humidity': 76}",,,,,,6115,"{'speed': 0.89, 'deg': 83}",{'all': 90},1612323868,"{'type': 1, 'id': 287, 'country': 'CA', 'sunrise': 1612286671, 'sunset': 1612315383}",5969025,,,,-25200,5969025,Haines Junction,200
"{'lon': 147.3294, 'lat': -42.8794}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 293.28, 'feels_like': 287.37, 'temp_min': 291.15, 'temp_max': 295.37, 'pressure': 1018, 'humidity': 45}",,,stations,"{'temp': 293.28, 'feels_like': 287.37, 'temp_min': 291.15, 'temp_max': 295.37, 'pressure': 1018, 'humidity': 45}",,,,,,10000,"{'speed': 7.72, 'deg': 140}",{'all': 20},1612323126,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1612293319, 'sunset': 1612344814}",2163355,,,,39600,2163355,Hobart,200
"{'lon': -85.7, 'lat': 14.9333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,,"{'temp': 293.15, 'feels_like': 292.91, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1020, 'humidity': 68, 'sea_level': 1020, 'grnd_level': 970}",,,stations,"{'temp': 293.15, 'feels_like': 292.91, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1020, 'humidity': 68, 'sea_level': 1020, 'grnd_level': 970}",,,,,,10000,"{'speed': 2.11, 'deg': 327}",{'all': 20},1612323868,"{'type': 1, 'id': 7091, 'country': 'HN', 'sunrise': 1612267875, 'sunset': 1612309307}",3602066,,,,-21600,3602066,San José de Río Tinto,200
"{'lon': -68.3, 'lat': -54.8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.4},,"{'temp': 284.15, 'feels_like': 272.64, 'temp_min': 284.15, 'temp_max': 284.15, 'pressure': 996, 'humidity': 76}",,,stations,"{'temp': 284.15, 'feels_like': 272.64, 'temp_min': 284.15, 'temp_max': 284.15, 'pressure': 996, 'humidity': 76}",,,,,,10000,"{'speed': 15.43, 'deg': 230}",{'all': 75},1612323616,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1612342904, 'sunset': 1612398740}",3833367,,,,-10800,3833367,Ushuaia,200
"{'lon': -159.319, 'lat': 22.0752}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,,"{'temp': 297.83, 'feels_like': 295.79, 'temp_min': 297.59, 'temp_max': 298.15, 'pressure': 1012, 'humidity': 65}",,,stations,"{'temp': 297.83, 'feels_like': 295.79, 'temp_min': 297.59, 'temp_max': 298.15, 'pressure': 1012, 'humidity': 65}",,,,,,10000,"{'speed': 6.69, 'deg': 180, 'gust': 9.77}",{'all': 40},1612323270,"{'type': 1, 'id': 7873, 'country': 'US', 'sunrise': 1612286104, 'sunset': 1612326418}",5848280,,,,-36000,5848280,Kapaa,200
"{'lon': -156.7887, 'lat': 71.2906}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,,,"{'temp': 241.15, 'feels_like': 232.56, 'temp_min': 241.15, 'temp_max': 241.15, 'pressure': 1044, 'humidity': 68}",,,stations,"{'temp': 241.15, 'feels_like': 232.56, 'temp_min': 241.15, 'temp_max': 241.15, 'pressure': 1044, 'humidity': 68}",,,,,,4828,"{'speed': 6.69, 'deg': 60}",{'all': 1},1612323092,"{'type': 1, 'id': 7649, 'country': 'US', 'sunrise': 1612297629, 'sunset': 1612313679}",5880054,,,,-32400,5880054,Barrow,200
"{'lon': -149.2667, 'lat': -17.8333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 303.15, 'feels_like': 305.48, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1012, 'humidity': 66}",,,stations,"{'temp': 303.15, 'feels_like': 305.48, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1012, 'humidity': 66}",,,,,,10000,"{'speed': 4.12, 'deg': 220}",{'all': 20},1612323869,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1612280705, 'sunset': 1612326991}",4033543,,,,-36000,4033543,Teahupoo,200
"{'lon': -90.3518, 'lat': -0.7393}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 298.15, 'feels_like': 303.01, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1010, 'humidity': 94}",,,stations,"{'temp': 298.15, 'feels_like': 303.01, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1010, 'humidity': 94}",,,,,,10000,"{'speed': 1.34, 'deg': 127, 'gust': 2.24}",{'all': 100},1612323274,"{'type': 3, 'id': 2005652, 'country': 'EC', 'sunrise': 1612267846, 'sunset': 1612311569}",3652764,,,,-21600,3652764,Puerto Ayora,200
"{'lon': -72.0662, 'lat': -45.5752}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 288.15, 'feels_like': 287.47, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1017, 'humidity': 72}",,,stations,"{'temp': 288.15, 'feels_like': 287.47, 'temp_min': 288.15, 'temp_max': 288.15, 'pressure': 1017, 'humidity': 72}",,,,,,10000,"{'speed': 1.03, 'deg': 0}",{'all': 0},1612323288,"{'type': 1, 'id': 8491, 'country': 'CL', 'sunrise': 1612345620, 'sunset': 1612397832}",3894426,,,,-10800,3894426,Coyhaique,200
"{'lon': -9.0603, 'lat': 42.7762}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 286.23, 'feels_like': 281.91, 'temp_min': 285.93, 'temp_max': 286.48, 'pressure': 1006, 'humidity': 82}",,,stations,"{'temp': 286.23, 'feels_like': 281.91, 'temp_min': 285.93, 'temp_max': 286.48, 'pressure': 1006, 'humidity': 82}",,,,,,10000,"{'speed': 6.26, 'deg': 200, 'gust': 11.18}",{'all': 9},1612323095,"{'type': 3, 'id': 72671, 'country': 'ES', 'sunrise': 1612338515, 'sunset': 1612374691}",3115824,,,,3600,3115824,Muros,200
"{'lon': 128.8694, 'lat': 71.6872}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,,,"{'temp': 255.12, 'feels_like': 246.59, 'temp_min': 255.12, 'temp_max': 255.12, 'pressure': 1004, 'humidity': 93, 'sea_level': 1004, 'grnd_level': 999}",,,stations,"{'temp': 255.12, 'feels_like': 246.59, 'temp_min': 255.12, 'temp_max': 255.12, 'pressure': 1004, 'humidity': 93, 'sea_level': 1004, 'grnd_level': 999}",,,,,,558,"{'speed': 7.12, 'deg': 75}",{'all': 100},1612323300,"{'country': 'RU', 'sunrise': 1612315882, 'sunset': 1612331112}",2015306,,,,32400,2015306,Tiksi,200
"{'lon': -52.3333, 'lat': 4.9333}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 299.15, 'feels_like': 301.75, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1011, 'humidity': 89}",,,stations,"{'temp': 299.15, 'feels_like': 301.75, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1011, 'humidity': 89}",,,,,,10000,"{'speed': 4.63, 'deg': 70}",{'all': 90},1612323278,"{'type': 1, 'id': 8669, 'country': 'GF', 'sunrise': 1612345531, 'sunset': 1612388448}",3382160,,,,-10800,3382160,Cayenne,200
"{'lon': -175.2, 'lat': -21.2}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 0.25},,"{'temp': 300.15, 'feels_like': 304.43, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1007, 'humidity': 89}",,,stations,"{'temp': 300.15, 'feels_like': 304.43, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1007, 'humidity': 89}",,,,,,2000,"{'speed': 3.09, 'deg': 310}",{'all': 90},1612323618,"{'type': 1, 'id': 7285, 'country': 'TO', 'sunrise': 1612373091, 'sunset': 1612419869}",4032243,,,,46800,4032243,Vaini,200
"{'lon': -105.87, 'lat': 37.4695}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 269.15, 'feels_like': 265.18, 'temp_min': 269.15, 'temp_max': 269.15, 'pressure': 1022, 'humidity': 74}",,,stations,"{'temp': 269.15, 'feels_like': 265.18, 'temp_min': 269.15, 'temp_max': 269.15, 'pressure': 1022, 'humidity': 74}",,,,,,10000,"{'speed': 1.54, 'deg': 280}",{'all': 1},1612323869,"{'type': 1, 'id': 3277, 'country': 'US', 'sunrise': 1612274747, 'sunset': 1612312117}",5411479,,,,-25200,5411479,Alamosa,200
"{'lon': -80.672, 'lat': 28.5392}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 280.3, 'feels_like': 275.75, 'temp_min': 279.26, 'temp_max': 281.15, 'pressure': 1016, 'humidity': 70}",,,stations,"{'temp': 280.3, 'feels_like': 275.75, 'temp_min': 279.26, 'temp_max': 281.15, 'pressure': 1016, 'humidity': 70}",,,,,,10000,"{'speed': 4.12, 'deg': 280}",{'all': 1},1612323830,"{'type': 1, 'id': 6077, 'country': 'US', 'sunrise': 1612267796, 'sunset': 1612306972}",4164092,,,,-18000,4164092,Merritt Island,200
"{'lon': -72.225, 'lat': 7.7669}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 293.23, 'feels_like': 293.53, 'temp_min': 293.23, 'temp_max': 293.23, 'pressure': 1013, 'humidity': 61, 'sea_level': 1013, 'grnd_level': 912}",,,stations,"{'temp': 293.23, 'feels_like': 293.53, 'temp_min': 293.23, 'temp_max': 293.23, 'pressure': 1013, 'humidity': 61, 'sea_level': 1013, 'grnd_level': 912}",,,,,,10000,"{'speed': 0.6, 'deg': 64}",{'all': 81},1612323788,"{'country': 'VE', 'sunrise': 1612264109, 'sunset': 1612306604}",3628473,,,,-14400,3628473,San Cristobal,200
"{'lon': 161.3, 'lat': 68.75}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 256.77, 'feels_like': 252, 'temp_min': 256.77, 'temp_max': 256.77, 'pressure': 1006, 'humidity': 85, 'sea_level': 1006, 'grnd_level': 1006}",,,stations,"{'temp': 256.77, 'feels_like': 252, 'temp_min': 256.77, 'temp_max': 256.77, 'pressure': 1006, 'humidity': 85, 'sea_level': 1006, 'grnd_level': 1006}",,,,,,10000,"{'speed': 1.78, 'deg': 84}",{'all': 10},1612323303,"{'country': 'RU', 'sunrise': 1612305254, 'sunset': 1612326173}",2126199,,,,39600,2126199,Cherskiy,200
"{'lon': 78.6167, 'lat': 12.6833}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,,"{'temp': 297.66, 'feels_like': 297.21, 'temp_min': 297.66, 'temp_max': 297.66, 'pressure': 1018, 'humidity': 56, 'sea_level': 1018, 'grnd_level': 978}",,,stations,"{'temp': 297.66, 'feels_like': 297.21, 'temp_min': 297.66, 'temp_max': 297.66, 'pressure': 1018, 'humidity': 56, 'sea_level': 1018, 'grnd_level': 978}",,,,,,10000,"{'speed': 3.03, 'deg': 64}",{'all': 44},1612323611,"{'country': 'IN', 'sunrise': 1612314664, 'sunset': 1612356454}",1253437,,,,19800,1253437,Vaniyambadi,200
"{'lon': 19.2345, 'lat': -34.4187}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 289.82, 'feels_like': 289.67, 'temp_min': 289.82, 'temp_max': 289.82, 'pressure': 1009, 'humidity': 91}",,,stations,"{'temp': 289.82, 'feels_like': 289.67, 'temp_min': 289.82, 'temp_max': 289.82, 'pressure': 1009, 'humidity': 91}",,,,,,10000,"{'speed': 2.62, 'deg': 123}",{'all': 0},1612323274,"{'type': 3, 'id': 2003650, 'country': 'ZA', 'sunrise': 1612325149, 'sunset': 1612374475}",3366880,,,,7200,3366880,Hermanus,200
"{'lon': 41.7561, 'lat': 50.4106}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 275.93, 'feels_like': 272.08, 'temp_min': 275.93, 'temp_max': 275.93, 'pressure': 1002, 'humidity': 93}",,,stations,"{'temp': 275.93, 'feels_like': 272.08, 'temp_min': 275.93, 'temp_max': 275.93, 'pressure': 1002, 'humidity': 93}",,,,,,299,"{'speed': 3.05, 'deg': 228}",{'all': 100},1612323869,"{'type': 3, 'id': 2016483, 'country': 'RU', 'sunrise': 1612327494, 'sunset': 1612361319}",522902,,,,10800,522902,Nekhayevskiy,200
"{'lon': 64.7893, 'lat': 58.0401}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 258.45, 'feels_like': 253.28, 'temp_min': 258.45, 'temp_max': 258.45, 'pressure': 1016, 'humidity': 94, 'sea_level': 1016, 'grnd_level': 1005}",,,stations,"{'temp': 258.45, 'feels_like': 253.28, 'temp_min': 258.45, 'temp_max': 258.45, 'pressure': 1016, 'humidity': 94, 'sea_level': 1016, 'grnd_level': 1005}",,,,,,10000,"{'speed': 2.54, 'deg': 251}",{'all': 3},1612323870,"{'country': 'RU', 'sunrise': 1612323644, 'sunset': 1612354112}",1511146,,,,18000,1511146,Azanka,200
"{'lon': -8.1588, 'lat': 42.0304}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 282.59, 'feels_like': 274.7, 'temp_min': 282.59, 'temp_max': 282.59, 'pressure': 1009, 'humidity': 93}",,,stations,"{'temp': 282.59, 'feels_like': 274.7, 'temp_min': 282.59, 'temp_max': 282.59, 'pressure': 1009, 'humidity': 93}",,,,,,10000,"{'speed': 10.73, 'deg': 167, 'gust': 10.73}",{'all': 80},1612323291,"{'type': 3, 'id': 2007751, 'country': 'PT', 'sunrise': 1612338202, 'sunset': 1612374572}",7117100,,,,0,7117100,Vila,200
"{'lon': -173.3, 'lat': 64.3833}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",{'1h': 0.18},,,"{'temp': 258.99, 'feels_like': 250.2, 'temp_min': 258.99, 'temp_max': 258.99, 'pressure': 1008, 'humidity': 92, 'sea_level': 1008, 'grnd_level': 1007}",,,stations,"{'temp': 258.99, 'feels_like': 250.2, 'temp_min': 258.99, 'temp_max': 258.99, 'pressure': 1008, 'humidity': 92, 'sea_level': 1008, 'grnd_level': 1007}",,,,,,232,"{'speed': 7.73, 'deg': 44}",{'all': 100},1612323285,"{'country': 'RU', 'sunrise': 1612382857, 'sunset': 1612409190}",4031574,,,,43200,4031574,Provideniya,200
"{'lon': 178.4167, 'lat': 69.3833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 250.23, 'feels_like': 241.44, 'temp_min': 250.23, 'temp_max': 250.23, 'pressure': 1027, 'humidity': 85, 'sea_level': 1027, 'grnd_level': 1027}",,,stations,"{'temp': 250.23, 'feels_like': 241.44, 'temp_min': 250.23, 'temp_max': 250.23, 'pressure': 1027, 'humidity': 85, 'sea_level': 1027, 'grnd_level': 1027}",,,,,,10000,"{'speed': 7.23, 'deg': 101}",{'all': 100},1612323289,"{'country': 'RU', 'sunrise': 1612301660, 'sunset': 1612321550}",2123814,,,,43200,2123814,Leningradskiy,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': -81.7165, 'lat': 43.7501}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 271.15, 'feels_like': 263.58, 'temp_min': 271.15, 'temp_max': 271.15, 'pressure': 1016, 'humidity': 64}",,,stations,"{'temp': 271.15, 'feels_like': 263.58, 'temp_min': 271.15, 'temp_max': 271.15, 'pressure': 1016, 'humidity': 64}",,,,,,10000,"{'speed': 6.69, 'deg': 360, 'gust': 9.26}",{'all': 74},1612323634,"{'type': 1, 'id': 253, 'country': 'CA', 'sunrise': 1612269737, 'sunset': 1612305533}",5962442,,,,-18000,5962442,Goderich,200
"{'lon': 30.5767, 'lat': 64.571}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 255.04, 'feels_like': 250.57, 'temp_min': 255.04, 'temp_max': 255.04, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 987}",,,stations,"{'temp': 255.04, 'feels_like': 250.57, 'temp_min': 255.04, 'temp_max': 255.04, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 987}",,,,,,10000,"{'speed': 1.32, 'deg': 50}",{'all': 0},1612323870,"{'country': 'RU', 'sunrise': 1612334119, 'sunset': 1612360060}",543899,,,,10800,543899,Kostomuksha,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': 116.8667, 'lat': 49.9333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 245.92, 'feels_like': 238.44, 'temp_min': 245.92, 'temp_max': 245.92, 'pressure': 1025, 'humidity': 82, 'sea_level': 1025, 'grnd_level': 934}",,,stations,"{'temp': 245.92, 'feels_like': 238.44, 'temp_min': 245.92, 'temp_max': 245.92, 'pressure': 1025, 'humidity': 82, 'sea_level': 1025, 'grnd_level': 934}",,,,,,10000,"{'speed': 5.22, 'deg': 292}",{'all': 0},1612323870,"{'country': 'RU', 'sunrise': 1612309402, 'sunset': 1612343355}",2025099,,,,32400,2025099,Dauriya,200
"{'lon': 122.6711, 'lat': 10.9995}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,{'1h': 0.365},,"{'temp': 300.16, 'feels_like': 300.63, 'temp_min': 300.16, 'temp_max': 300.16, 'pressure': 1012, 'humidity': 80, 'sea_level': 1012, 'grnd_level': 1009}",,,stations,"{'temp': 300.16, 'feels_like': 300.63, 'temp_min': 300.16, 'temp_max': 300.16, 'pressure': 1012, 'humidity': 80, 'sea_level': 1012, 'grnd_level': 1009}",,,,,,10000,"{'speed': 7.02, 'deg': 30}",{'all': 67},1612323276,"{'country': 'PH', 'sunrise': 1612303968, 'sunset': 1612346002}",1714733,,,,28800,1714733,Dingle,200
"{'lon': -2.8, 'lat': 8.0333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 293.64, 'feels_like': 294.31, 'temp_min': 293.64, 'temp_max': 293.64, 'pressure': 1011, 'humidity': 77, 'sea_level': 1011, 'grnd_level': 972}",,,stations,"{'temp': 293.64, 'feels_like': 294.31, 'temp_min': 293.64, 'temp_max': 293.64, 'pressure': 1011, 'humidity': 77, 'sea_level': 1011, 'grnd_level': 972}",,,,,,10000,"{'speed': 2.06, 'deg': 234}",{'all': 2},1612323870,"{'country': 'CI', 'sunrise': 1612333864, 'sunset': 1612376337}",2291136,,,,0,2291136,Bondoukou,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': 30.7861, 'lat': 59.7035}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",{'1h': 2.05},,,"{'temp': 267.07, 'feels_like': 260.06, 'temp_min': 267.04, 'temp_max': 267.15, 'pressure': 1003, 'humidity': 93}",,,stations,"{'temp': 267.07, 'feels_like': 260.06, 'temp_min': 267.04, 'temp_max': 267.15, 'pressure': 1003, 'humidity': 93}",,,,,,1400,"{'speed': 6, 'deg': 110}",{'all': 90},1612323272,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1612332269, 'sunset': 1612361810}",546105,,,,10800,546105,Nikolskoye,200
"{'lon': 97.3714, 'lat': 16.9206}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 303.35, 'feels_like': 301.74, 'temp_min': 303.35, 'temp_max': 303.35, 'pressure': 1015, 'humidity': 25, 'sea_level': 1015, 'grnd_level': 1012}",,,stations,"{'temp': 303.35, 'feels_like': 301.74, 'temp_min': 303.35, 'temp_max': 303.35, 'pressure': 1015, 'humidity': 25, 'sea_level': 1015, 'grnd_level': 1012}",,,,,,10000,"{'speed': 1.63, 'deg': 37}",{'all': 0},1612323870,"{'country': 'MM', 'sunrise': 1612310483, 'sunset': 1612351632}",1292288,,,,23400,1292288,Thaton,200
"{'lon': -16.3333, 'lat': 33.0833}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 289.15, 'feels_like': 289.7, 'temp_min': 289.15, 'temp_max': 289.15, 'pressure': 1018, 'humidity': 88}",,,stations,"{'temp': 289.15, 'feels_like': 289.7, 'temp_min': 289.15, 'temp_max': 289.15, 'pressure': 1018, 'humidity': 88}",,,,,,8000,"{'speed': 1.03, 'deg': 0}",{'all': 75},1612323870,"{'type': 1, 'id': 6902, 'country': 'PT', 'sunrise': 1612339158, 'sunset': 1612377540}",2270385,,,,0,2270385,Camacha,200
"{'lon': -57.5575, 'lat': -38.0023}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 292.2, 'feels_like': 291.99, 'temp_min': 291.48, 'temp_max': 292.59, 'pressure': 1017, 'humidity': 82}",,,stations,"{'temp': 292.2, 'feels_like': 291.99, 'temp_min': 291.48, 'temp_max': 292.59, 'pressure': 1017, 'humidity': 82}",,,,,,6000,"{'speed': 3.09, 'deg': 140}",{'all': 70},1612323280,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1612343179, 'sunset': 1612393308}",3430863,,,,-10800,3430863,Mar del Plata,200
"{'lon': -131.6461, 'lat': 55.3422}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 275.94, 'feels_like': 271.27, 'temp_min': 275.15, 'temp_max': 277.15, 'pressure': 1010, 'humidity': 75}",,,stations,"{'temp': 275.94, 'feels_like': 271.27, 'temp_min': 275.15, 'temp_max': 277.15, 'pressure': 1010, 'humidity': 75}",,,,,,10000,"{'speed': 3.6, 'deg': 310}",{'all': 1},1612323320,"{'type': 1, 'id': 7741, 'country': 'US', 'sunrise': 1612283766, 'sunset': 1612315472}",5554428,,,,-32400,5554428,Ketchikan,200
"{'lon': 25.4, 'lat': 37.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 285.64, 'feels_like': 284.47, 'temp_min': 284.82, 'temp_max': 286.15, 'pressure': 1015, 'humidity': 82}",,,stations,"{'temp': 285.64, 'feels_like': 284.47, 'temp_min': 284.82, 'temp_max': 286.15, 'pressure': 1015, 'humidity': 82}",,,,,,10000,"{'speed': 1.54, 'deg': 0}",{'all': 94},1612323871,"{'type': 1, 'id': 6644, 'country': 'GR', 'sunrise': 1612329607, 'sunset': 1612367057}",264878,,,,7200,264878,Ano Mera,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': -35.4608, 'lat': -5.1989}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,,"{'temp': 299.15, 'feels_like': 302.33, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1013, 'humidity': 78}",,,stations,"{'temp': 299.15, 'feels_like': 302.33, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1013, 'humidity': 78}",,,,,,10000,"{'speed': 2.06, 'deg': 180}",{'all': 40},1612323871,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1612340762, 'sunset': 1612385118}",3386213,,,,-10800,3386213,Touros,200
"{'lon': 40.2064, 'lat': 29.9697}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 285.15, 'feels_like': 281.2, 'temp_min': 285.15, 'temp_max': 285.15, 'pressure': 1019, 'humidity': 40}",,,stations,"{'temp': 285.15, 'feels_like': 281.2, 'temp_min': 285.15, 'temp_max': 285.15, 'pressure': 1019, 'humidity': 40}",,,,,,10000,"{'speed': 2.57, 'deg': 40}",{'all': 0},1612323734,"{'type': 1, 'id': 7431, 'country': 'SA', 'sunrise': 1612325294, 'sunset': 1612364262}",102527,,,,10800,102527,Sakakah,200
"{'lon': 147.2712, 'lat': -2.0226}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,,,"{'temp': 301.32, 'feels_like': 303.73, 'temp_min': 301.32, 'temp_max': 301.32, 'pressure': 1006, 'humidity': 80, 'sea_level': 1006, 'grnd_level': 1006}",,,stations,"{'temp': 301.32, 'feels_like': 303.73, 'temp_min': 301.32, 'temp_max': 301.32, 'pressure': 1006, 'humidity': 80, 'sea_level': 1006, 'grnd_level': 1006}",,,,,,8060,"{'speed': 5.2, 'deg': 356}",{'all': 100},1612323271,"{'country': 'PG', 'sunrise': 1612297128, 'sunset': 1612341033}",2092164,,,,36000,2092164,Lorengau,200
,,,,city not found,,,,,,,,,,,,,,,,,,,,,,,404
"{'lon': -75.0638, 'lat': 42.4529}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",{'1h': 0.49},,,"{'temp': 266.72, 'feels_like': 260.05, 'temp_min': 265.93, 'temp_max': 268.15, 'pressure': 991, 'humidity': 87}",,,stations,"{'temp': 266.72, 'feels_like': 260.05, 'temp_min': 265.93, 'temp_max': 268.15, 'pressure': 991, 'humidity': 87}",,,,,,1042,"{'speed': 5.36, 'deg': 344}",{'all': 100},1612323871,"{'type': 3, 'id': 2001849, 'country': 'US', 'sunrise': 1612267967, 'sunset': 1612304110}",5129852,,,,-18000,5129852,Oneonta,200
